windowdiff,windowpr,beefermans,basicmetric_pre, basicmetric_rec, basicmetric_acc,
0.6689655172413793,(0.3163265306122449, 0.328042328042328, 0.8502581755593803),None,0.15873015873015872, 0.15151515151515152, 0.15503875968992248
